NU_INSCRICAO,NU_NOTA_MT
153eebe4d270fe850d2ede7f53cbc81a6f4ddf91,0.0
a4e821c6f16fdae0a26cbbb7018b75812dfd074b,0.0
f66c2e5ff22a95fa532e78c7c4bf1d145247211d,437.3942500000005
17f0dd5abd53dea135ffd020e8e8e0761b3a56aa,563.1538749999994
fbbd23fcfb37cf90b8c1f58eafcab62771f3cd71,462.28175000000095
a99286ac4fdce6f63b59569b2d8ed85a5c911ea3,519.6897499999994
f8d4f9a26c5f2023c33701a8888f9c02513a02c7,495.67437499999915
9785b7d9ca2e8dccfe60ecc0cd2abe1ff51906be,445.1412499999998
59bfa081e020013410d9f60f91813964ba749bb2,422.68624999999963
f5e069ee3bc95998464e8ff5da048b7f999921ed,430.60637500000007
e02240b518016d03a1b5bcc6d0a37b7a527ea93d,551.0132500000003
664f44258212a1f7e4086f2b4845d586c543fa3f,478.54087499999974
265cd7befa74a9f2a198fc57baec9858075f8419,449.9415000000003
6f9ac44919bbd204e0ef15185388fd2d4bc61253,488.62262499999974
78de1ee60b55766cc3eba4089e36c57139b66ebd,465.5324999999999
24550edb10f283ef4e953fd6a8fedbfa211bd456,0.0
1e61a474acdc043eb39a89c17fab34bd2ea1a940,415.42837500000024
940af68ded6af2875708611051aa7ff3f134d80b,489.07375000000155
e7ec3258f3b280c1ddf452d107fbdc9fb5a6b72e,473.0442500000003
c76ddf6e9f80984e901b12f9462a3cf029bea290,500.4855000000005
7d39df837488ca3fa6e512fd9e20ec7753b4c36d,453.8042499999997
65bba36aa15f0c4ef3562ea56c125d931bc4ed63,0.0
1045c54b5ea9f6e08454ec57c47e4ce0e33190bd,0.0
92823d467a2ced9529801e0e8a94802dd88f0c17,424.08137499999975
9d0fbf9bf1bb039de65a6d0e143c9a791c62b941,600.6984999999992
413cbb38b2e2522f8167ffb9daeac1347b281393,461.83162500000003
68985fad004092956a4b4ce94dd53dc76d07eaf7,464.1165000000006
bdca9aeb19521675af15f2c28d86f6bebc45a834,475.90824999999955
b65b19d42b7a4b644fe9f99366dcb37b120862d9,440.3687499999996
eda898aa8ec465cbac70de72ead0c6d688e5f95a,429.367624999999
5357b6c09be4c7f3829b72f80de846a9228253cb,0.0
8d5c4481d736f6ce27976e400f4245bf10757608,417.8899999999999
226b53de56347e3f9b52c8e0ab811fb82e96b3fb,0.0
089613ac7dca24109f84c72a97c83b2768b1df1c,0.0
527773409bf373301dbd835e59a263c035c043b8,0.0
45c95a1640ada5c9206fde19c4ccf68929c5ec0c,0.0
c4cea54435c0fd0e171eed4c215479bb3ca86113,433.4689999999998
7d5cd89c6112b9a202a025a24355135bc60848c6,460.7381250000001
b70ab62384aa80545928a311f5b5d3db2f4d87ee,545.8940000000007
c96431dd924f366d2229a7f1455388b8cd85be49,565.8831249999984
1b72da5bb82cc150ecfe71218c02f155d694230b,0.0
e429507efe1c2680cc464481850117d17083cd88,0.0
dbaa6ee7502cbebb6f058fed5d2f960b19f451ac,444.20087499999937
e724482370ae6126008ade80b564ad8d8a0a7cbd,433.82150000000007
2ef4e2788e2f815f9a885c899f75d5dfeb234a02,668.8868750000024
c8762fee25b022eb5b4918f8f689e4fb6d19f73c,0.0
e14241b5119dc1ff2c99b9c0c478aad23d9d9d05,471.76912499999963
7f898f8939ae054359f83ee154bb91bc7dd2c959,541.6054999999978
3c52d067408ec25a676b6fbf5b5c6d63c77cb6bf,460.52012500000035
82e3b12c6366008fabc238f299f117074e78de5d,413.6626250000005
0d838be0e718ceb786cdb10fcc12559e00440240,491.83649999999943
1b092b6c437359bb84f0d0f8d1286a1083d0e0d4,470.0629999999991
5a9d89465845ac2d81366275cbb1a81d627efd36,0.0
c83fe640ba466ba904ac1055e53a875289888797,425.7836249999997
8855ae8971b9bd9b02c45a82c6c894a2e76ca542,453.2384999999995
a2945f1e7fbadac669590b7d9fafb6c900bca3d0,410.42237500000033
328639a0c753715c30a58bae70c82f2101153eb3,448.44075000000004
ffc5eb6764d7640edfbdaf4648cd54a12c94dea9,0.0
643a0eb394b50694c74d5b5fc70b7f7f7c93f9c7,525.594874999999
f56746cc2900258507d2b32c126f8db090db856f,480.3502500000002
1a4963b5fea8bb25c67750cdafbe84b01efad177,422.3237499999999
b520c940e62f4ed684417e7eacf00d85752060da,478.47312499999987
2e170cf2651ed448991af6fc5df15167733b2d8f,488.0216249999997
6efdd93a0ae289be6bb5a400bfc1deb077d75886,419.64112500000033
72ac2acc787d8cba0934cca3810ac091d792c8db,499.59162500000036
92a25eee14554806f081869cc9dac868fd1860fb,440.55174999999997
1f12a9b01eb9ef227a5482f498f3354bd485d9a3,440.03237499999955
acfcaf61fe2a8ec90ea2648c3125b7dc4dd13b74,458.77912499999894
7ec2f787b9f57044bd98c0d4854f521c9f9ec635,584.5326250000006
e8d2d318a1e057e9cac8384f1269a86c4b36e0a7,428.11599999999925
1730807e4916c5f7e8ab21e02ac5657bcea3e732,0.0
b45fb481022f31dd47c63c1c3e2ccc3b5915b67d,447.8850000000005
1a46d99716282410d1170f0f35069b34e34415d4,461.0949999999995
0467e022da4ef897f666bc76f31e1bc8976f7e92,480.36387500000086
993aca0d5eac6741117947c82a3647102096255e,440.22899999999987
94c96ade6ade21deb080bba6aad537fc4f195d47,474.2037499999995
36bb672077a46a3e4755cef90437a616d28bdf23,434.21762499999954
e406adf1d4712381dcd4d1c9d78fc9d7f14ff450,403.21612499999986
328ca19128d276eb4fbc309c54ec7f346c803d2f,758.210499999999
27cdb62f0a2a5467efeb30aafbf246ed2320c532,448.02050000000077
c52cae37c3653620bbec72264c502f45ca2a8671,0.0
f9ef2695eb0986666093945894b8f2fee351bf22,522.777125
2178c497293d0cab01ce74f5105b1a398fb12d8e,0.0
e21faa0c07406dde71ec02f266b19b314ba8b0e2,0.0
8a021391cdaac100dab56c59284bd50137a74129,563.5724999999991
12ee0df69325d97cb95404958c4acf4112aeab8a,0.0
b4ea8e8529711d52ed85b1a1f8ea0180bda442b8,480.21899999999914
66cf0f8b5af2466f9616fd15c0c10344df84982a,0.0
720ef6c1d6cb4978762fb0edf4e55fd8303fe35a,431.29899999999986
60edc5708acd60680891ea15379dd07c7a5924ff,0.0
b9f786712775e0d1d735398d710b01f404c985a3,407.95087499999994
564958997e204bda06fbe90afc4722805c78a855,578.7108750000016
36f38ea81d1305770cd5153f1e1667fe8a1eb47f,429.7423749999998
527098f4ee3ceb5c393981930d23b8fe154f4db9,0.0
5a42c3f801e77d628649a6c34f3a4e5b80f232f7,503.167625000001
8296743fdd105ce9183561cf5b359b0a3781465e,429.5554999999996
a3b79e8c739832c77df2ba6bcdb23a7518155a33,0.0
6602c7f15a1fdd082265b64976448c6809df792d,447.8378750000002
31ae66f0fe024acae4490915c348e487f2367574,483.255875
81901aa980653106e64863d957387d24e2c00af3,437.7177500000001
28e10d1bd0b6effe0edd503446ebda948ad240ad,426.5278749999996
53a7ee52a87f80241e2ca13c923e06b72bf3a059,453.9670000000006
50be5f75fdaedae454b0c3d63b7277854bd08d8f,0.0
82bbb4f6c87f03eecd6a3eb7d03a398bb82d155d,0.0
0e2c166db6aa7deccbe4896423a1d68f6d57b0f1,531.0509999999992
d1e2b5c758988b6d69e90aedab3e02cae47d61c4,0.0
02681b5c893b94db204713cb4b20dde6fc3f2f95,491.2633750000001
6ce4c0e0784b3881b36b3d1c047ac6ad121681da,428.1794999999988
829dd51f77f3ae74c2216de2d86139bd0a03367c,0.0
28c6829e69879bc1d34db1cd51b89562d3cc596b,496.6267499999986
ecb9f0d7a261c9f27865ea22f2e643701f721eb6,462.2872499999997
96715a069fbcb2e84b26a01563921962ccc4601e,0.0
923538833160e8432636c88e8119378a43b3d766,444.99974999999876
aacb834258765a2959ee63c57d2be4923d11a696,442.27075000000025
c32e484025571dd94255a77f21de08ab8d2aaba8,506.76025000000084
d425deeec0a3c7006f14d732eff8933d5155067f,486.2099999999988
f7e7aa93db083d1f25b43cccf4ad2c03a7953cd3,473.8137499999996
716a178e9a6f7791b820da77879943ac9040a547,491.81250000000057
430212cd8767ef2bff8cda0f61729203fef7523e,413.842875
e97d33221238e445688a0e984778d4ecac788be2,467.7172499999997
695c9481580951d830c4431fc6c9dee778ba9ca1,0.0
4bc5712bdb9067b1814e969e71d5cdad59bb38d4,519.4414999999997
0411742cbb54fe1b6927b25f0bb52b885828c828,436.09600000000023
780505a9d5fc3c6da53686c0cc8bd871f4db00bc,413.02024999999963
bc40729846bf209b06e2a9a890e01d4e6780f5b4,0.0
e4e7a38b58319ad0a5cde4848622b21783c907e9,477.155375
9c5a0a82074c75cb072752d71da42b9c6c27b0a3,573.9160000000004
aec1b63c3f0c9554e533752d8fe138ca82101d4a,442.4651249999996
4cc0fd1efaa148872a1f9edc1b44efef48c91c2b,470.3897499999995
4b48d500ba4410546ce01f7f6d44bcbafa73994f,407.43999999999977
edf33c347c866d26872f540bcc1f6ae415f3294c,443.270000000001
54f4e6037b9d1eb4a2a134306d37176787f1c1d3,497.77512499999926
3a265ea6ebdc4eb2520db912adf5592f03b3d634,433.12674999999996
99bfcef2dc3695a617f241bfd3b6ead3fd653d41,0.0
0ade5488fd62db34c11a369bdbb4327faacc1635,0.0
e418fbb77e6ff4103205f3b7f6a66d53183d809b,451.2041250000007
8ddbfe70cd41135cb6f125335a48d100789edbf7,404.4369999999996
fa2f4f80278ac5441ab2f2d8c02a9f920ba6c119,0.0
1d3e406d0223d4cb0328850d689ba9fcadf62776,418.8139999999998
67d9e9d6629fff7ad9cdb0f1e48c76865637aa73,0.0
ecaf075653faf2dcdf946c0ce50629f5083347c0,480.1374999999997
7a2bba61a48894f9bd6fc981f77f2b627b0d8ae6,466.63075000000055
d43894c5e83bb3a7e5000636295b0b050de19309,0.0
5b7877d12550dd35d27a02b66a13f2a27bce11ca,439.2111249999995
18f800ec03e33ebad5fb97aa8465dd3e5961337e,431.14462499999934
bb39cc6296f2c9da3963994899c5c34b50965720,0.0
76facda8958cbaf5dba09a4d35d3b4de7596a49d,0.0
b05356be088f726b5ba7e0b0a9aa1b5cf4157b2a,527.2322499999989
e887be276bf553575b20ed1a0de8833d9cb7e247,0.0
cc8794762ffa592758b5117d67e0d02e2e8b9c49,514.3362499999998
894d277c608610fa8c31db531f64582b9569b2e9,427.1356249999997
b2e029961aa0f20071b74708e0d97e6f200ec582,460.7332500000004
12c7d85e168b09a0278df140a22bcb0052a59b0a,426.86187499999994
64c4892488a9c6281bdabf467a0b5a6382d248e6,496.04712499999897
944e790f6e64eccf6df361247858165f17dd7abb,0.0
ac112e94587e6e4249b7182329ee5a5040ae94ea,508.7473749999988
a58cf11e498228f9aaca92b0c49f955a6163fb59,427.5042499999998
e8c84701c041b7f3b39f3125a0449fa633589fbe,476.4795
af8dd560d9ea4adcfd0d2b6b5f81f95fad9c3222,550.6558749999999
c650c8f7cbe1a7b00f4edbcf43c8b97ce85d0d64,0.0
ac9cc7dbe0e70fb6717aa371a23aa75e6594ec02,419.9084999999995
e64ad901853230e396be49311ea98121c348fac6,466.41200000000083
8532af19be3729ea233c1f29e4c015820fc7fb3a,484.1803750000009
6de1d7f2ad49d20e5782f8cacf4f0b677ff2d316,441.29137499999973
26853fd075fe27954772c3070997635b94f32b83,421.60624999999993
3159f29994dadd5cba1f94c3f3b9ac69e24c1cc2,532.47025
574ec310dee846f9ae8eb278480257d463f6fbcc,491.894374999999
ebb32b8df4ff9b202ba904f310724ce230cb4305,0.0
8a46e35787225c3e7adef2b998ad9c93a952106b,497.605999999999
b62bf908b504e8c6898777a7f5b88afed358caea,440.59225
10d22971ca4f53fc62d02905809ff1c37fbb68fc,633.7736249999991
0efd9ad5eb41ad08e1f1af9fbe59eb5845323860,448.1802499999997
cad47b624b484cb16291449cee30707a46c20199,0.0
8f2c4684ec70392c718c278b10b04ddfbd4ced1f,582.0915000000006
bb6c0df09cb6663f142ce6da382b804353453af2,0.0
c03f2bcf9ef69bcfdf270b6ffc6110408f0ead41,448.4827499999995
7bd0affe1bdd3681a0faecd80a3d48c023b986de,0.0
d76614020539405f481c0f5ffb9e6f88a0bf21b7,435.74812499999933
5ce2df96a99343819ead41bf242044177439696d,0.0
c7463ccdb0d2ad76b5823bfd016d420e02f4acc0,0.0
a9216c3fc0c0bf14cda0ca26a71c205458b74896,0.0
92acabe95cd7dd1ae1dd63547cde3a4939cf7e2e,460.17325000000005
ddbf5769bc4a6fb2aa16e5a031d8eb7796d1c04c,442.1105
176b027cd932b17fcb6f119cfcef338a175062b8,423.7218749999998
41474f2dda61d97f38ba79906d3dbcce223d1bd1,472.26674999999955
421eb738f9e2ea73e5f4227c915762d6421102ac,0.0
1c5a1514e6a5c44e5683ec01698a83ce474c2e4d,464.62612499999994
f113b266aeb3cb19dca62ae88de7cc55a13efbf1,0.0
134d96275e3893946c3a0e1d59f86b336fe64f6e,0.0
d4e97da32ccb6987ec074aa48c24ce949c05a78c,428.6984999999999
fa556e489987a0588e9a8edb5327e2bde1679670,0.0
95c1d266a2524560761df98b376c17604733a6ad,539.3405000000004
c11c4303d2632cde64105a35554ecb77a8564260,448.4469999999993
30ddf113f77266181ef7bf57ea7d4ca3f505fec7,486.67562499999985
6d94e9582cfdb5d239f21b3ba08b619d81c5e8aa,539.3692500000006
3671441f51dc0c3d052e87d6b8beba46bb70bfeb,434.50612499999943
580c34923cbde328e0aef1641dd02033fc862c04,443.14512499999967
156e1fb82056b0f6953c443446eb4dcceed7c03b,0.0
29d8bf198da9caa59047268faca60207da24d1b7,537.7306249999995
1b3f80a1cd9fff0408e96169fcaf006936b34fed,442.95312500000017
b5932043b62e0c58e16e2cc2c9d5489390e5c895,440.61375000000015
99092cc60948943c59d68d62ed81a75a03059113,479.3721249999994
fbfc631ae23a558d8dd92916cf2e8b5f923b0681,0.0
dd69fca6f17420dc911016a79e70583ca7ea330d,433.8272499999995
d387995af060965fb9d18973f3dbf4904f071066,419.1143749999999
27dbf6c09f5e0f3756ad3e9ea156fbc330601a6a,459.45825000000036
543674772357cf9d8a7a8e7dfb89384af80ec30e,466.39837500000095
80a12b8a4c9df4ef4f78a33d41858b6f1ea24144,435.6009999999997
dc2699d27649dbe52ebbe10001c0bb5ba71310c0,0.0
0736d379ea0962e316ce84cce8e883321be36abb,418.35424999999964
98cc842c547c69a0d27776e272fd8b61131b0b37,423.7678750000004
890b7696fa85ca2b3e90b3951efec2135e88d5cf,435.9758749999999
f3c4cd2f095979416fcac08d630fb1b1623ba5d6,708.2746250000013
d84b48f7dc7a6e387e6e985525143589754c5b13,455.63387499999936
71c9f09a9ed64f1cf7ba1bef4a614ad21e00afc9,493.01762500000007
dc4fe9d4124d9278f58f6f999711116a3fe58be7,452.023125
f6624d763619c0898b34dc02adf06f53a1721cd0,446.7620000000008
60b1c12559860e7ad966da4c4db5c78e17278fc0,498.79337499999883
a3f3dcb89101d86171f8bb4f4f57939717cf298a,0.0
4f365503582b97ea96462d0d36895a5e7f5926df,419.6903750000004
c80869804effb21d50cc8fff3f4c27ba5521240c,428.44612500000034
d0f351638d60e84b890a498d69c9a7961cdcdf36,450.1033749999996
48e8ec135997ff3676648d5c144c3c7150a7bbb1,439.1478749999999
45484014aefd10ea3e4b08fb93e66c251709cca6,438.86999999999944
ccd8d735f7b3c980582f9086a6cae8b9ce8dea54,462.88600000000065
b2e2d1aa1a539b402da8b8fe52520fdf9ed7cdd9,409.01087499999835
25c9e3b023d4d32d0f15cb9041ea6b2bfbec6a63,588.9378749999985
0fb75ce5f51e8afaf504c75de131eb31f89faf4f,428.4393750000004
26e6e8cec21236dfc21cf98812a3d99a3f87d99b,625.1012499999982
c83c66733c5bd90a59996e473bb69e44f6522976,427.2855000000001
69c67ff1933e4fa099182bbcb24a229d0ad84d5d,0.0
4c373daf5547a6292c4905696c148ec83f95f083,0.0
4549620b5459bb28990580f4ca0b4c2adc5b1a68,0.0
87f89c855f377c5b100ad2986cc6569e31d94a98,540.5459999999993
d0d8601aab147c191ae37365a930c1ed3eb0414b,0.0
9a25537903e8e7eab1dfb357903d241e24e86fb8,0.0
eaecf3dd32668664e1dcc2d6c7a69042824806a6,436.02587499999913
d19fa85793fcb8ae3126d10592c9c57d3b32971f,0.0
c59b370d3aa06b68878c836bceac844953d74972,454.7104999999993
5a6d397150d1a9e9c82e120f92d1e782da34bddb,0.0
b2128312e70fdb830091aecb6b27d82617e2e226,423.69812500000097
8257941af168c0cc15f28bd596fd922352dae732,423.92500000000007
854ce153823802674f35bbe1ec010b12e9b3a56f,424.7947499999997
27f1db4e266b154f6f7fbef9c225fab472652a7b,417.5577499999994
11b90bed4a05d11169f308370faf81d6e9ca2c4f,438.4103749999995
5c55b7aeae6cb75ec715b4629812175239e45c15,0.0
1391c7de937e0fea2ad23ebb111e513bf2aca2af,0.0
e9488c35627294cd8f5a809c0667aef7a3f0d465,0.0
39c22d725a24b290af887b25175ae0a8d560db4b,0.0
e001e1d73163c327a4d800697b1b36cd6921f60d,498.9852500000004
b83424ca8973e4b2eebf6eb9e26e842999432d22,399.3138749999996
202da3f471204ad489ebf0c3856437337534112d,0.0
912d751c54b46c860c5ba61666fc6fc59ca2689d,396.81087500000007
8376d681a277c58f06ab633a06eaa66391126246,0.0
e114f7b197069bde8e158a0dbeaa022dd0c4e280,437.13424999999984
fa84edf183bd459ea9394d77bdc191683a75ff66,577.4016250000012
76190ff09a736ff83169394b770699b2709c5a27,476.79837499999996
515db15df8581ae72bb8e8358833016adee74e02,470.0998749999996
e2a05053c19e6fba60d0e582e6c7f371728a7106,431.4737499999999
66c14322296ac259374ec98c5c3bb2bd67ba25e9,0.0
2378556841bc8d5746f2b94d6adefc2db20f9518,554.041749999999
1e6d55d7b1f72e9b7a8ea53f60f9434f830bc49a,0.0
796d558152d241567f8a72b535a5e36fe78886f3,430.94612499999937
1093edca7a04127a6e04570ee9cb58ef1bc0a69a,514.4830000000002
3c748fc7a94edb7ac1484373751ffa8574a3281d,433.51175
344a6fc8038e291a6371f94963d7a7f5e1c4d55b,429.03212500000046
92510f53e4c26c81c3bb41aa9b4e967d1697cd12,0.0
10a1e8808e744c619376bff659f859cd71e8c41d,432.6591250000002
fc959dafc37dde3f173f083486d84ce5c817443f,423.70687499999985
6979d91c0a1903a336c640e14eed100821a0e24d,490.7312499999991
d4e37c4c1235ce014392f6c8ba0436f195b9e459,514.387625
65ce75c2865eb4ae98e31b45fdc15f400d59e8cb,0.0
565a955a60c6073157aa869c0351c626a7171ef3,557.5322500000001
5697c01ee87a008056ebc0993a1028b41a26d251,0.0
99be797e423b5ae08fe342ea772738f71975df47,720.4446250000008
b579ea83f2d6c15b2c717d16a89827d65f39904b,451.060124999999
e9373b5c22567bec508f2fa2580e4dc3ff687caa,587.6121250000008
a465af361b68bd536dd8bf61d522b9b21755ab60,470.21874999999903
c8feec2a94d996d03534ce935dec7a034667f107,779.9020000000023
af1890b4dbccbf8b6af56051a39bd4b13d1c971b,481.06212500000066
f4f7888cfe88b7a3b0f3d94749921976353ae82c,434.693
cdf60a765205a4e99eab17c72a68ff9cfd019dc6,439.5127500000009
2e466f15ac7b80870736fac2d0cf4bd7f362e852,426.9162500000005
85fd1d2ab6ab9205e3ca4770dd1f6205e1f3de70,0.0
fc83a5c665f70f39b4c7d326118cbf21a898e660,643.4393749999999
c26fbd904781a4f6c37a8f8969778f687c6c1424,0.0
ced4913c2220be57c54bc9f87bb4f441d5976671,472.74275000000125
880ade460a231d722e8bb0e4d17f3c8f77663d37,423.50862500000017
7c869f5b89ddf3130c87011b6508ee59e32682c5,436.8448749999997
9027f65d4e576928ca59690c280050c53d66506a,647.8100000000004
09eb415bcb9842d207139c8bddf32427a134d51e,524.1859999999986
f8224c83e27f4921df62876f7ff660b1dab3d974,468.2531250000005
628b91ee9b4e1e4564424fbfff2ea9f8eddca032,0.0
dfec3182aec0997207e0845b072498065ec89aac,682.3072500000023
d653549f6d0ba70e2113b2cc56e9a83e331d2462,559.7059999999987
e95674df974af80342f676ca9e3540aecec2b8dc,478.9858749999995
f9333cc1eb8af5bca5469d91e2c5d5f661b118ea,520.8198750000006
2b7b15015ab18dc51893827c7e3f01d931a70410,0.0
22d86e8b43a9412df86ec15ac231b9919e3ec905,444.55924999999894
1c61035799f6afe7f44c1fb68567d7a8945c3943,582.2112500000012
d5ed4b8732b0d7127a64f7e71137d321c56cc198,435.86450000000065
63edbbe59337f861a710bee4fe8a691d231f23da,413.42
f62bf9257782d839d38f84376b79611ed0de655d,0.0
cf14952b5b09ad1a9497769e3a08da2fd74c6102,0.0
21b8ef230efbfca6b5f15b36a3243d76ed390967,467.7708749999986
fdfca50f5e6cacd5b30bc546f0fbc271e9a312ff,417.96212499999893
467fdbfc0c6cab31b0d85ec5e373d82fa3790321,0.0
3de3c134579726fe4606b7a05f82ce19f00adb09,639.5491249999977
0f3f9e48790ed9d6ed17ff5e9cb989849b31cc8c,426.0063750000003
bdaf0955746c2cdd3b9ac2538c7502d312fffed8,430.14087499999914
520c60d32fd2af8be76abd332859b36d8ae45900,447.44849999999997
6cb6e2310b52c2898e500f81bea938446592568b,471.67549999999954
0193b535914e1c5a445bede11a408bf1709cd3cb,476.73674999999946
f3669f0c65dbf99cdf8f5f176587e84d5fc7560f,494.3143749999989
c512a461034cd90a9c5f1a32332b748041cfeba3,0.0
6f77bbe0fc418131d06d15f50b30073eae680dbb,0.0
9b378e3937af8e97d4753cdf0c8917306354aaaf,441.1499999999997
1c92f54a5fe563622a0e23cf116461a7e147efd8,511.36187500000034
90facc45f7578775e3278aa0bd4fb59dad4d37c1,425.91624999999976
563bd02a1204c85e79026a020ba5af29bce95c12,0.0
c8062c4cc7e023996bd37b87295f5a2957ddb172,476.53025000000116
ea7cc5987f9cc7f756d501961f64fa5769013823,0.0
f654c32a17935317b2e91d8e16aa8dcbf88e2ef2,558.4418750000003
7dd5b0fad5bd47ecbf2e047dee24866a9b5899d6,445.2668749999994
1b61f7e184c7040ae4cea725153965e1f7f75308,464.1967499999991
aea68e00d370c2a0cfd02bf868824dec427bf23a,0.0
bdfdc7207977f88b15b3d0559fbf6f05b970c9cb,0.0
95a9c65324583892b2d1a0c1c5163488f92d4a6d,419.6692499999998
5b7e7632cf766876026d0da6aa7c6df77bc13438,429.09562499999976
a3be14b06b7aef01331da18e7a1678222b563151,0.0
92b8965cf3fb76d11e5061f26e577c23d212b9c5,0.0
96fd0462597b8cf21b1e918c1947106cd8359e5d,503.83762499999915
5c1cef937c40bf8c30c119160bedde7ef679454e,627.2086249999993
27dce80bee1eadbcd82bc7d09adb063e116870f6,0.0
271a7e5b703fc3f29f6669415048a760e6355c5b,0.0
e39fbeab552a4b6492346d821d095c3a0d691555,436.0105
93694c58636eabfe86550e734efb3775ba4d739f,477.3374999999989
8982636d1f9cc5832eddae4d8a04ee2c6adbaebd,742.4632499999996
6c05e70130682975c1485a862b6e08b895650671,443.97012500000085
8db36ae38c19710d51d3715a6b2a5ecd84f94ff4,420.8199999999999
15043d6ede69cc06a2f2a72afcb05c1cdb5870d6,409.21625000000074
283df09083d3c7bec2590f22355c7ba32ec88623,470.45799999999974
40b96e97dc29dfc990656e30c1038e846b6c8ff2,0.0
ff362d0a648559b9146fb97ee248eb423c3d6a50,0.0
717ae2ab18e7ba03c4f3af66500ece6580b29b71,0.0
5ae9771e0cd24b8eb599de2e0fd2e04a26520dd3,541.0727500000011
23131f453efc29c2af9553d307692c60a3add1ae,455.9980000000006
da42a6267fe6eb7baa0a4fd2a18aad577e6889b2,437.23787499999975
941646a7d24ee2837d7de90ff0a736bb8f61d68c,418.360375
cd705413010e6e74f3b90ee78dbbd8b767488f0c,0.0
5cd0dfc9a768868f28b11f9cf7870f11cc1ed185,467.20625000000007
cb4393cd17b5bdc120dbc15ddd255aa1f35ba090,450.7836250000002
72882a9cffe151d94be90e02ce3967a91b628099,448.5243749999993
cf62916c9829bd3ad05104151eee856d6de7ca1c,592.449
6b8f4241357e65c0491cc0ef96396f811574134c,458.01450000000006
298806ed4313157d412e860ac3ea8833d6ca6970,0.0
268d48d0247f055ce2ebdd47cd5d1d3ec45246dc,428.490999999999
4485f973590cff61be5ec78cb3032d5fdf25b809,0.0
afd0fa3f3fc672e3c5d6c21173b5ba3b8caa5c8e,431.1026249999998
e2252b8e020cdf19b796baeb7b2c7b000a7bfb87,0.0
8288badec4740382dbf7c33e4095cd4db0021bf7,425.92887499999966
5e139289eb167622f915eea3d1d6e49d15d1c873,503.0258749999998
fc050b2c8fa3446890fe1418332352177dd34506,435.9679999999994
8f309746992f374b4c2ea88f171233a9469ba649,466.8345000000003
ba1d192a71d5ac1a0b9a30bf3c80ef9dc59fefa2,467.83837499999936
145b6344526f9df32f4046c8227282477c51d69f,450.56737499999986
a22cd8d6b6ce7424065e477f2973bfd49b1ff2d6,496.07962499999934
b23775f4cd460ba687d77b058f2bc46381a0fbfe,447.63950000000006
87c4839ae2e1f274e88e7b9644fc1e1991d10aa2,567.2266249999994
9d2de5f93789220f3287c5b2bff6e4ca5c0f5e42,0.0
08b5008c1ba3ee34dcafcb332c51d485da0313f4,0.0
d0c56c5d1e19653aeb2c6fdf16c80ed09270dcaa,444.9467500000004
2bf8abe8000927aeff885fdb26e82579b54bb657,450.1942499999998
fb745761567cc26fe3b8240866c481797bc4aedf,0.0
dfcd80c91cf897b5a23dc36aeaeabf8137049ae0,520.6512499999998
3ef584654da4e658ecdffb68bc4398c97f850ccf,438.1288749999996
342a52f77f29b040bf07e9d4de7029ad604de09c,0.0
ea90166cae72eec871b4100ed8df997253bea84b,495.4288750000002
0e63d5d397c72b9c9ffa3974b3ccc8c228da98ca,494.9758749999999
39e7d2bf0be98a9698aa1369b7ca5576d392a777,459.2440000000004
01d88812b1d865b9797b9c57ed7538527593eb1d,583.0783749999979
